student_id,cgpa,attendance,coding_score,aptitude_score,communication_score,projects_count,internships_count,hackathon_count,placement_status
1860,8.64,62,21,96,98,5,1,2,1
1861,8.88,54,16,14,36,3,0,3,0
1862,8.28,53,6,61,19,2,0,2,0
1863,5.89,77,67,2,12,3,2,3,0
1864,7.73,63,36,92,74,0,2,2,1
1865,9.92,57,37,90,18,0,3,4,1
1866,9.69,58,95,4,91,3,0,3,1
1867,5.22,100,10,55,55,2,3,1,0
1868,5.82,84,0,30,44,2,0,2,0
1869,5.66,86,24,85,59,6,2,2,1
1870,8.63,70,41,34,67,4,1,4,1
1871,9.09,67,51,70,56,1,0,3,1
1872,6.07,82,23,69,53,0,2,5,0
1873,7.53,57,52,25,36,7,2,4,1
1874,9.2,100,55,0,82,2,0,3,1
1875,8.66,98,62,82,36,5,3,2,1
1876,7.71,66,80,6,13,6,0,2,1
1877,7.95,92,7,35,94,0,2,2,0
1878,7.54,80,58,75,91,1,0,2,1
1879,6.49,83,44,83,99,5,1,0,1
1880,7.83,55,26,86,43,0,3,2,1
1881,8.44,71,51,24,82,6,0,2,1
1882,9.37,63,17,93,41,6,2,5,1
1883,8.18,52,90,58,0,2,2,5,1
1884,8.81,61,85,60,22,4,3,3,1
1885,5.8,85,15,28,63,3,0,2,0
1886,7.31,61,65,94,27,7,2,2,1
1887,5.05,94,4,17,3,6,3,3,0
1888,6.23,51,81,40,40,5,1,2,1
1889,8.63,51,2,18,59,3,3,2,1
1890,9.96,64,90,3,17,2,0,4,1
1891,5.5,72,80,64,62,7,0,0,1
1892,7.01,78,79,40,60,2,2,3,1
1893,9.0,66,69,14,48,7,1,4,1
1894,6.02,81,6,53,46,7,0,5,0
1895,7.78,56,49,63,38,5,2,1,1
1896,8.67,79,13,71,88,1,3,1,1
1897,8.08,77,37,14,81,7,3,5,1
1898,5.94,63,78,78,5,6,0,0,1
1899,6.78,93,46,49,82,5,1,1,1
1900,8.92,79,32,21,52,0,2,0,1
1901,7.77,66,42,17,75,1,0,1,0
1902,5.03,81,90,79,24,7,2,1,1
1903,8.8,95,28,1,98,3,3,4,1
1904,5.18,55,56,35,64,0,2,1,0
1905,8.73,100,100,19,4,1,3,5,1
1906,6.01,73,4,15,64,3,1,0,0
1907,9.79,55,92,66,7,0,1,2,1
1908,6.84,76,95,29,38,4,3,2,1
1909,6.63,67,59,54,42,6,0,2,1
1910,5.74,73,69,65,81,5,3,0,1
1911,6.53,86,1,98,72,5,2,0,1
1912,9.38,73,69,25,4,5,2,2,1
1913,9.98,87,42,56,3,7,2,5,1
1914,6.84,83,3,68,92,4,0,1,0
1915,7.24,89,55,1,0,6,1,2,0
1916,8.61,96,92,55,93,1,1,3,1
1917,9.43,64,58,83,55,6,2,0,1
1918,7.97,60,88,61,44,2,0,3,1
1919,6.96,71,8,33,64,0,2,3,0
1920,7.06,73,2,97,2,1,1,0,0
1921,8.48,50,89,55,21,2,3,2,1
1922,5.02,67,47,54,71,5,2,5,0
1923,8.1,93,42,19,55,5,2,4,1
1924,6.78,61,90,49,17,5,2,3,1
1925,8.97,92,99,24,24,2,1,2,1
1926,5.46,77,95,83,47,0,0,4,1
1927,7.94,89,0,24,83,0,3,3,0
1928,7.4,56,56,52,30,2,3,2,1
1929,8.21,72,52,13,29,3,3,3,1
1930,5.32,70,15,59,79,5,2,2,0
1931,7.9,83,50,42,65,1,1,5,1
1932,7.81,60,74,61,80,0,3,1,1
1933,7.8,71,89,75,9,6,2,1,1
1934,8.02,91,54,68,70,2,0,0,1
1935,8.38,84,0,62,58,7,2,4,1
1936,9.02,78,89,1,50,3,3,3,1
1937,6.35,91,27,53,8,4,3,3,0
1938,9.13,77,52,15,53,7,0,2,1
1939,7.49,67,57,54,61,7,1,4,1
1940,5.39,63,72,93,80,2,0,3,1
1941,5.29,67,59,42,8,6,0,4,0
1942,6.67,77,58,60,8,3,3,4,1
1943,8.92,73,21,37,100,4,3,1,1
1944,8.54,57,7,44,23,3,1,3,0
1945,8.94,91,48,50,38,0,3,3,1
1946,7.59,94,41,41,74,7,0,0,1
1947,7.2,57,26,23,7,2,0,4,0
1948,5.74,53,38,29,24,6,1,2,0
1949,6.64,76,82,36,65,4,3,1,1
1950,7.17,85,24,52,9,3,3,0,1
1951,5.44,54,37,62,23,7,0,1,0
1952,6.1,82,84,10,79,4,0,2,0
1953,7.99,98,23,77,82,7,3,0,1
1954,8.68,83,23,22,58,1,2,1,1
1955,9.99,79,59,79,30,6,0,2,1
1956,9.67,57,82,49,10,2,0,5,1
1957,8.21,88,49,84,5,0,0,0,1
1958,7.11,96,65,54,69,7,1,2,1
1959,8.18,75,13,54,31,4,3,0,1
1960,8.93,86,52,3,38,5,3,3,1
1961,5.59,83,31,96,47,3,3,3,1
1962,7.05,56,95,53,12,5,0,1,1
1963,9.2,89,91,60,58,4,3,4,1
1964,6.92,77,47,77,66,6,3,5,1
1965,7.86,88,38,82,55,5,3,4,1
1966,7.94,88,39,4,40,3,1,2,0
1967,5.92,77,41,99,55,4,1,0,1
1968,6.81,63,76,94,34,0,0,3,1
1969,6.67,99,75,17,37,0,3,4,1
1970,5.13,87,7,43,80,2,0,3,0
1971,5.12,53,78,30,66,0,0,5,0
1972,9.16,91,25,93,33,4,0,2,1
1973,6.37,67,11,20,75,6,0,5,0
1974,7.59,93,42,46,87,4,0,5,1
1975,6.49,97,50,29,69,0,0,2,0
1976,9.7,74,90,54,10,1,1,0,1
1977,6.3,56,81,67,26,4,2,5,1
1978,7.15,87,99,68,47,2,1,4,1
1979,9.36,77,62,40,23,1,0,2,1
1980,9.21,54,48,44,17,0,2,2,1
1981,5.93,52,26,73,26,6,2,3,1
1982,9.01,93,8,90,53,3,3,1,1
1983,7.29,80,38,79,54,4,0,5,1
1984,7.41,96,64,29,20,3,0,4,0
1985,5.67,91,70,76,58,5,1,0,1
1986,5.4,69,89,99,33,2,2,5,1
1987,8.64,68,70,84,96,1,2,0,1
1988,7.48,97,6,44,57,7,0,3,0
1989,7.18,60,71,44,47,3,3,5,1
1990,8.65,89,79,78,53,7,0,0,1
1991,8.83,52,66,83,17,2,2,5,1
1992,5.79,72,9,83,2,3,3,2,0
1993,8.05,56,70,44,23,3,3,5,1
1994,5.68,72,84,54,0,2,2,4,1
1995,8.76,56,52,58,5,7,0,5,1
1996,8.28,95,100,4,18,4,0,0,1
1997,9.78,83,94,31,85,3,0,4,1
1998,5.34,91,86,5,42,2,1,0,0
1999,5.29,68,56,93,7,3,1,1,0
2000,6.41,58,90,25,68,6,3,1,1
2001,6.31,97,85,36,51,7,0,4,1
2002,6.23,100,26,12,72,4,1,1,0
2003,9.53,67,53,92,46,6,3,1,1
2004,6.25,90,3,68,84,6,2,2,1
2005,6.36,97,87,24,27,2,2,0,1
2006,8.8,94,22,12,45,6,0,1,1
2007,7.25,91,47,87,3,3,2,4,1
2008,8.88,74,82,94,87,7,2,2,1
2009,5.33,63,41,19,7,0,2,1,0
2010,7.44,93,2,71,60,4,3,5,1
2011,5.17,74,90,59,16,3,2,4,1
2012,5.31,68,2,72,33,1,2,0,0
2013,9.53,88,27,20,19,2,3,5,1
2014,5.7,64,62,60,79,3,1,1,1
2015,7.66,65,80,83,73,4,3,4,1
2016,7.06,76,30,78,33,6,1,5,1
2017,6.74,89,9,25,42,4,3,4,0
2018,9.5,59,48,53,9,1,0,3,1
2019,5.11,53,85,41,93,6,2,5,1
2020,8.32,100,93,10,29,1,1,4,1
2021,9.82,68,20,36,24,5,3,5,1
2022,7.8,77,99,10,56,5,1,3,1
2023,9.68,70,52,26,62,3,1,0,1
2024,5.26,96,86,93,70,0,2,0,1
2025,7.09,63,75,82,46,6,1,2,1
2026,6.3,82,88,33,83,7,3,5,1
2027,8.65,97,53,37,80,4,0,3,1
2028,9.91,59,56,60,2,7,0,4,1
2029,6.28,68,19,86,45,0,2,2,0
2030,8.27,79,48,52,35,6,3,5,1
2031,5.99,71,6,64,25,6,3,2,0
2032,7.83,52,28,2,9,6,0,5,0
2033,7.32,86,47,66,33,6,3,0,1
2034,9.86,90,92,27,77,0,1,4,1
2035,8.04,67,12,13,7,3,2,3,0
2036,6.75,60,2,51,54,2,0,0,0
2037,5.57,97,1,29,90,2,2,2,0
2038,5.76,51,15,57,9,2,1,1,0
2039,6.13,61,93,53,56,1,0,2,1
2040,6.25,55,5,68,78,6,3,1,1
2041,9.25,92,44,14,100,6,3,5,1
2042,7.81,89,70,37,85,4,1,0,1
2043,7.62,93,4,77,44,1,0,5,0
2044,5.57,78,55,13,49,4,2,3,0
2045,9.3,79,70,56,63,7,0,4,1
2046,8.61,51,97,58,94,5,3,1,1
2047,5.34,58,31,7,1,4,0,4,0
2048,8.54,96,48,71,44,4,0,5,1
2049,7.72,51,12,18,94,7,3,0,1
2050,5.41,78,29,31,61,3,3,0,0
2051,7.29,82,24,94,13,2,2,5,1
2052,7.42,59,84,28,73,6,0,5,1
2053,5.83,83,59,40,93,1,3,0,1
2054,9.73,93,58,74,99,5,1,3,1
2055,9.25,57,84,44,14,7,3,1,1
2056,8.35,86,27,12,13,1,2,4,0
2057,7.31,82,57,26,30,6,2,2,1
2058,7.06,96,19,18,28,3,1,5,0
2059,8.25,55,33,25,26,4,2,5,1
2060,7.73,93,4,52,84,7,0,0,1
2061,5.31,89,81,50,8,5,2,4,1
2062,7.56,94,59,36,19,2,1,4,1
2063,9.03,68,42,8,98,6,2,3,1
2064,7.3,81,56,91,57,0,1,1,1
2065,5.26,76,56,95,78,0,2,3,1
2066,8.93,50,74,51,87,3,3,3,1
2067,6.01,92,53,53,48,2,1,4,0
2068,6.29,82,80,2,56,0,2,1,0
2069,5.82,89,44,95,15,0,0,1,0
2070,6.65,81,85,68,99,7,1,1,1
2071,8.78,54,36,7,74,7,1,0,1
2072,7.6,66,83,13,7,6,2,1,1
2073,6.02,57,47,2,66,5,3,4,0
2074,9.39,91,53,23,18,5,3,0,1
2075,9.4,83,47,12,66,6,2,2,1
2076,9.35,58,5,42,35,1,2,5,1
2077,6.19,72,33,28,88,6,0,3,0
2078,7.26,84,62,71,59,2,2,1,1
2079,9.92,99,77,50,35,0,1,2,1
2080,8.86,56,47,41,10,5,2,1,1
2081,5.14,64,22,30,50,6,0,3,0
2082,5.33,69,83,62,79,5,2,4,1
2083,7.32,99,12,25,54,5,2,4,0
2084,9.55,74,46,17,53,7,1,3,1
2085,7.69,52,43,81,16,1,3,2,1
2086,7.49,95,31,56,61,2,2,0,1
2087,5.53,73,25,6,41,4,0,5,0
2088,8.28,83,52,47,23,5,2,5,1
2089,9.11,95,13,79,16,2,2,5,1
2090,6.9,71,51,59,47,3,1,0,1
2091,8.88,60,35,32,83,1,3,1,1
2092,9.82,97,7,2,85,4,3,3,1
2093,6.02,57,39,3,69,5,3,3,0
2094,7.62,88,85,99,6,6,2,0,1
2095,6.44,92,21,3,13,5,1,2,0
2096,8.96,84,15,41,10,1,1,5,0
2097,7.89,98,90,8,11,7,2,3,1
2098,8.17,95,59,50,4,1,1,4,1
2099,8.99,87,59,16,4,0,3,4,1
2100,6.98,57,9,16,19,5,1,3,0
2101,9.58,86,24,96,53,7,2,5,1
2102,7.67,76,30,19,54,2,2,5,0
2103,5.79,77,20,13,57,1,0,5,0
2104,8.48,89,90,21,78,1,0,2,1
2105,8.97,83,80,51,89,3,1,4,1
2106,6.58,81,32,26,96,3,1,2,0
2107,9.29,64,30,42,29,3,2,0,1
2108,9.53,93,89,2,23,1,0,1,1
2109,6.38,66,20,87,86,4,0,5,0
2110,9.92,82,35,93,72,7,3,0,1
2111,5.7,96,64,7,2,2,3,1,0
2112,6.01,95,3,85,99,1,2,4,0
2113,5.92,65,67,88,47,6,2,1,1
2114,9.47,78,89,9,70,6,2,1,1
2115,8.27,58,3,28,21,0,2,3,0
2116,5.76,82,8,39,13,6,0,1,0
2117,7.2,98,29,64,47,7,2,3,1
2118,8.08,78,44,20,28,7,2,1,1
2119,5.42,62,3,23,49,5,0,3,0
2120,9.41,70,68,72,79,4,3,4,1
2121,9.02,70,22,59,97,4,2,4,1
2122,7.53,54,15,25,9,2,3,1,0
2123,9.84,59,21,8,70,4,0,2,1
2124,7.09,55,100,19,88,2,3,4,1
2125,9.92,100,71,55,26,6,0,0,1
2126,8.34,62,47,98,78,4,2,0,1
2127,8.17,50,61,35,95,5,3,3,1
2128,5.83,69,96,35,27,2,2,2,1
2129,9.41,96,59,72,8,3,1,5,1
2130,7.14,95,79,21,70,3,1,3,1
2131,5.81,57,4,0,79,4,3,1,0
2132,5.06,59,79,68,25,4,0,4,0
2133,7.8,58,6,72,98,6,3,2,1
2134,7.64,98,50,36,80,2,0,3,1
2135,8.6,90,64,82,86,7,1,3,1
2136,9.45,52,8,71,7,6,0,0,1
2137,5.4,60,81,95,1,7,1,1,1
2138,8.66,61,44,12,94,2,3,3,1
2139,5.94,59,46,83,56,5,2,0,1
2140,9.29,74,66,99,51,1,2,2,1
2141,9.1,98,23,42,57,3,2,3,1
2142,7.7,98,91,36,95,1,0,5,1
2143,8.55,74,9,93,92,1,2,5,1
2144,6.57,60,72,73,2,0,0,0,0
2145,7.36,85,76,94,7,2,2,5,1
2146,9.11,88,47,24,58,0,0,1,1
2147,7.3,75,34,92,1,7,0,4,1
2148,6.79,63,53,87,94,0,1,5,1
2149,7.47,88,86,20,61,7,1,2,1
2150,9.14,89,80,40,48,1,3,3,1
2151,6.68,50,70,72,100,0,1,0,1
2152,5.87,53,15,41,19,5,0,3,0
2153,8.56,79,52,41,28,2,1,4,1
2154,9.13,61,39,1,16,1,1,3,0
2155,5.5,84,99,67,73,2,1,3,1
2156,6.2,62,19,7,21,5,0,0,0
2157,5.71,80,87,95,5,4,0,4,1
2158,6.74,87,68,60,61,0,3,2,1
2159,7.25,92,44,13,97,1,1,0,0
2160,8.74,72,5,76,30,7,1,4,1
2161,8.26,53,91,20,61,3,0,4,1
2162,8.1,65,68,23,11,2,3,3,1
2163,6.76,56,48,49,11,6,3,1,1
2164,9.21,71,38,81,62,5,0,1,1
2165,7.36,78,1,44,15,0,1,2,0
2166,9.9,60,38,63,24,2,3,3,1
2167,8.17,82,20,63,21,5,3,1,1
2168,5.63,78,39,25,90,2,1,0,0
2169,8.38,88,100,31,87,4,3,2,1
2170,6.63,61,81,56,75,6,1,3,1
2171,8.43,56,53,52,17,5,3,5,1
2172,5.35,88,11,32,44,2,3,0,0
2173,5.87,91,80,51,79,7,0,1,1
2174,9.28,97,36,94,67,6,3,1,1
2175,6.14,75,37,17,11,4,1,1,0
2176,9.19,89,14,34,48,4,3,1,1
2177,6.4,58,6,11,32,4,0,4,0
2178,8.21,90,77,50,85,0,3,5,1
2179,8.47,83,49,88,62,5,2,2,1
2180,7.56,94,64,94,17,2,1,2,1
2181,6.53,62,66,9,53,2,2,1,0
2182,6.06,85,100,51,96,6,0,2,1
2183,5.17,74,43,33,26,6,2,5,0
2184,6.52,73,30,66,82,5,3,0,1
2185,8.27,93,42,38,77,4,1,0,1
2186,9.69,66,76,7,24,2,2,2,1
2187,9.36,51,47,95,33,2,3,1,1
2188,8.83,62,81,28,87,4,2,3,1
2189,8.94,80,80,21,59,3,3,5,1
2190,8.32,78,80,83,53,3,3,1,1
2191,6.3,99,60,69,86,4,2,4,1
2192,9.54,77,74,60,4,6,0,3,1
2193,8.35,76,83,42,35,0,1,5,1
2194,7.8,64,9,48,53,6,0,4,0
2195,5.55,80,28,28,87,6,2,2,0
2196,7.24,89,47,80,35,7,3,4,1
2197,7.3,64,97,30,68,7,2,2,1
2198,9.32,82,80,52,38,2,3,4,1
2199,7.73,69,61,33,69,6,3,3,1
2200,6.9,91,12,37,99,2,0,4,0
2201,9.88,61,43,56,3,3,0,1,1
2202,5.55,86,46,100,73,6,2,2,1
2203,7.11,58,63,3,64,4,1,0,1
2204,5.21,72,90,1,84,5,0,4,0
2205,8.7,57,52,11,39,5,3,2,1
2206,9.59,81,89,34,36,6,2,0,1
2207,6.4,97,91,69,66,0,2,2,1
2208,9.29,63,76,71,30,6,1,2,1
2209,6.46,76,75,20,90,4,2,0,1
2210,9.55,74,43,60,80,3,0,0,1
2211,8.77,62,27,34,86,3,3,3,1
2212,9.02,70,1,47,76,6,2,5,1
2213,5.09,94,100,14,46,7,2,4,1
2214,9.81,80,56,70,26,2,3,4,1
2215,8.63,86,56,14,50,1,2,2,1
2216,6.52,97,33,5,19,0,2,1,0
2217,9.15,92,86,80,12,0,1,1,1
2218,6.41,54,57,67,62,1,0,5,0
2219,9.36,62,51,21,43,5,2,2,1
2220,5.56,77,28,31,23,5,0,3,0
2221,8.52,92,34,21,2,5,1,0,1
2222,7.7,74,74,26,9,3,0,2,1
2223,5.48,100,47,14,64,4,1,4,0
2224,6.21,84,32,43,48,0,0,1,0
2225,5.06,96,74,85,57,1,0,1,0
2226,7.34,88,72,91,76,2,2,1,1
2227,6.51,56,77,8,77,6,0,3,1
2228,7.99,87,8,33,96,2,2,4,0
2229,6.49,81,47,99,1,6,2,3,1
2230,6.5,52,66,72,65,3,0,0,1
2231,8.72,94,92,14,30,0,2,2,1
2232,5.24,88,82,61,67,4,0,2,1
2233,9.51,86,35,44,97,0,3,1,1
2234,9.26,99,95,83,82,6,2,1,1
2235,8.34,71,70,71,36,5,3,0,1
2236,7.97,57,91,57,72,2,3,3,1
2237,9.46,66,43,91,23,0,2,5,1
2238,5.93,76,81,18,76,2,1,5,0
2239,5.39,82,59,15,43,1,1,5,0
2240,6.2,95,62,74,93,1,3,4,1
2241,8.97,66,4,7,82,2,3,0,1
2242,5.17,91,86,32,40,4,0,2,0
2243,7.91,61,85,73,73,7,3,2,1
2244,9.98,97,89,17,50,4,2,3,1
2245,9.28,95,75,34,41,7,1,0,1
2246,7.61,76,39,42,77,0,1,4,0
2247,5.32,97,18,49,39,2,1,0,0
2248,9.16,57,46,2,47,3,2,0,1
2249,7.99,72,64,90,83,4,0,3,1
2250,5.57,91,66,58,3,6,2,4,1
2251,5.47,98,90,27,59,4,2,5,1
2252,9.55,78,17,45,38,5,1,2,1
2253,8.35,99,49,63,4,1,2,1,1
2254,9.15,69,29,69,95,4,3,5,1
2255,9.39,65,65,46,5,6,2,4,1
2256,7.86,66,4,13,13,4,1,2,0
2257,7.59,65,92,6,69,6,1,5,1
2258,7.15,68,96,73,77,7,2,3,1
2259,6.58,57,41,78,11,5,3,4,1
2260,7.17,87,83,30,61,7,3,4,1
2261,8.87,87,93,92,26,6,1,2,1
2262,8.01,78,4,80,53,4,3,2,1
2263,9.46,90,49,50,89,5,3,0,1
2264,7.22,85,84,28,11,2,0,0,1
2265,8.04,75,57,14,7,2,0,4,0
2266,8.16,80,78,89,73,1,3,1,1
2267,7.96,93,83,75,15,0,3,3,1
2268,8.51,61,7,24,51,5,0,2,0
2269,6.19,66,30,60,25,4,0,0,0
2270,7.56,64,11,40,7,0,0,3,0
2271,5.52,58,20,68,44,2,1,5,0
2272,6.92,88,93,3,92,4,1,5,1
2273,7.44,91,61,56,83,0,0,4,1
2274,8.26,97,90,30,80,5,0,2,1
2275,9.75,61,89,2,18,5,0,5,1
2276,8.0,81,32,66,16,0,1,2,0
2277,8.72,74,25,89,64,6,1,0,1
2278,7.53,88,89,49,28,5,3,5,1
2279,8.17,67,99,16,13,3,2,1,1
2280,5.35,64,39,59,16,2,3,5,0
2281,6.27,81,64,73,12,1,2,2,1
2282,6.81,55,58,65,92,1,2,1,1
2283,7.36,93,14,87,97,3,2,3,1
2284,5.23,92,0,74,90,0,3,5,0
2285,5.7,84,10,23,62,5,1,2,0
2286,6.38,83,54,98,32,3,1,5,1
2287,9.86,87,1,86,28,3,1,5,1
2288,6.66,54,64,31,36,5,1,2,1
2289,7.41,67,94,86,82,2,3,1,1
2290,5.98,65,43,97,45,5,0,0,1
2291,8.05,57,15,18,23,7,2,5,1
2292,6.4,74,21,65,13,5,1,4,0
2293,6.03,81,17,59,100,6,1,3,0
2294,7.58,75,46,65,4,4,3,2,1
2295,5.03,71,80,14,52,0,2,5,0
2296,5.04,80,29,84,87,1,1,0,0
2297,6.1,92,9,34,97,1,0,2,0
2298,5.18,59,98,68,94,3,1,5,1
2299,5.54,61,57,26,29,6,2,3,0
2300,6.69,77,61,87,59,3,0,4,1
2301,9.01,55,84,6,72,3,3,2,1
2302,7.86,69,79,5,90,0,0,5,1
2303,7.56,54,5,32,27,3,2,1,0
2304,6.47,72,66,57,25,3,2,0,1
2305,9.66,58,40,48,17,4,0,4,1
2306,6.99,78,42,16,35,0,1,2,0
2307,5.44,65,84,41,7,2,2,5,0
2308,8.09,95,76,93,17,6,0,4,1
2309,5.57,71,17,71,83,2,2,1,0
2310,6.73,57,57,39,57,5,1,2,1
2311,7.54,69,59,45,31,4,1,4,1
2312,9.37,100,87,70,92,1,0,2,1
2313,7.47,63,26,69,48,5,3,2,1
2314,8.51,88,67,67,47,2,3,4,1
2315,9.96,86,21,0,81,0,1,2,1
2316,5.66,99,23,78,70,1,3,1,0
2317,6.37,83,39,94,64,7,1,4,1
2318,6.97,60,73,88,91,3,3,5,1
2319,7.11,89,65,96,32,0,1,4,1
2320,7.06,82,39,51,49,1,2,1,0
2321,9.54,80,5,34,3,2,0,1,0
2322,8.57,93,17,68,83,5,0,1,1
2323,8.04,83,80,4,35,3,3,5,1
2324,6.55,99,86,99,94,3,0,5,1
2325,9.12,56,29,16,27,6,3,2,1
2326,9.78,98,20,52,2,0,1,2,1
2327,9.11,72,61,51,5,5,2,3,1
2328,5.01,95,9,13,44,3,0,2,0
2329,8.18,56,12,28,22,1,2,1,0
2330,5.26,74,75,7,6,6,0,3,0
2331,6.29,52,8,97,60,6,1,1,1
2332,5.3,87,67,0,99,4,0,0,0
2333,8.02,69,38,28,64,2,0,5,0
2334,8.43,83,23,35,5,0,1,4,0
2335,5.57,98,33,50,23,5,3,0,0
2336,6.92,93,60,36,36,7,3,5,1
2337,7.28,93,40,92,44,7,1,5,1
2338,6.85,79,4,68,50,4,3,1,1
2339,5.61,66,78,52,99,7,0,2,1
2340,7.09,59,49,95,87,4,2,4,1
2341,8.76,84,3,51,44,0,1,2,0
2342,5.36,69,50,87,62,1,0,2,0
2343,5.4,67,51,82,28,5,1,4,1
2344,6.77,94,38,11,100,2,2,4,0
2345,9.71,93,7,51,95,0,0,0,1
2346,8.34,76,44,0,24,5,0,1,0
2347,8.39,98,87,6,9,4,2,2,1
2348,6.81,85,27,16,34,4,2,1,0
2349,7.97,72,26,97,54,0,3,1,1
2350,5.05,81,64,42,24,5,0,3,0
2351,8.18,59,33,70,90,4,2,0,1
2352,9.57,60,80,16,44,0,2,2,1
2353,8.06,87,100,58,95,6,0,5,1
2354,9.37,55,61,2,11,0,3,4,1
2355,8.62,90,61,28,3,2,1,4,1
2356,5.6,96,37,21,89,0,3,1,0
2357,9.51,83,25,37,66,6,2,0,1
2358,5.33,85,23,53,16,5,1,0,0
2359,7.67,86,38,92,72,5,1,2,1
2360,5.71,66,20,49,92,7,3,2,1
2361,5.06,89,93,68,64,4,1,1,1
2362,7.11,89,46,29,81,7,2,1,1
2363,6.48,61,47,22,52,3,0,1,0
2364,7.43,70,12,84,83,2,0,3,0
2365,7.89,89,100,89,56,5,0,0,1
2366,5.22,68,2,46,97,4,3,1,0
2367,5.62,52,31,20,27,4,0,0,0
2368,7.79,67,34,19,98,2,0,5,0
2369,6.72,100,18,22,15,7,0,4,0
2370,8.65,68,13,67,20,2,1,4,1
2371,8.26,96,47,20,76,7,1,0,1
2372,9.23,55,85,20,98,4,1,5,1
2373,8.46,65,80,0,41,6,2,4,1
2374,7.15,57,67,14,53,3,2,4,1
2375,8.36,97,44,16,31,6,2,4,1
2376,6.38,67,18,50,37,1,0,2,0
2377,6.53,97,63,62,69,6,1,5,1
2378,8.94,92,100,13,37,4,2,2,1
2379,7.23,88,65,58,53,2,3,0,1
2380,8.99,98,78,82,59,0,1,0,1
2381,9.11,98,65,49,76,0,0,3,1
2382,9.29,61,74,33,76,2,1,2,1
2383,9.58,94,44,5,46,6,0,0,1
2384,7.15,59,86,48,11,2,2,2,1
2385,6.59,56,73,5,52,1,0,3,0
2386,7.91,95,66,68,32,5,0,0,1
2387,6.86,50,68,6,27,7,3,0,1
2388,8.01,98,2,96,2,2,1,0,1
2389,8.53,85,37,76,81,7,0,0,1
2390,8.44,70,76,50,25,7,3,1,1
2391,6.87,86,41,0,53,0,3,5,0
2392,5.83,73,82,12,39,3,3,5,1
2393,7.15,74,39,42,65,2,2,2,1
2394,5.71,56,49,26,67,1,2,2,0
2395,9.45,91,34,70,91,7,0,2,1
2396,6.73,66,23,2,91,3,1,3,0
2397,5.77,78,87,57,88,1,2,1,1
2398,5.13,79,16,88,89,3,2,2,0
2399,8.23,56,39,96,46,2,0,2,1
2400,8.18,82,73,16,1,7,0,0,1
2401,6.7,56,65,44,41,0,2,0,1
2402,5.36,73,43,77,33,3,0,0,0
2403,7.05,60,22,100,93,4,3,2,1
2404,6.56,58,5,57,20,5,0,0,0
2405,8.39,61,65,55,100,1,3,2,1
2406,8.03,84,20,53,43,3,2,3,1
2407,6.82,53,34,86,86,7,1,3,1
2408,6.09,85,28,87,96,1,3,4,1
2409,9.94,77,6,28,1,0,1,1,0
2410,7.27,62,92,53,90,1,2,0,1
2411,8.44,72,52,26,58,1,0,5,1
2412,5.7,68,36,44,85,4,3,0,1
2413,7.43,91,22,86,97,1,3,1,1
2414,5.14,86,96,30,15,3,2,1,0
2415,7.53,88,7,35,19,7,2,4,1
2416,9.82,73,75,80,25,1,0,1,1
2417,6.92,65,47,60,15,7,1,2,1
2418,5.19,82,9,36,69,2,3,0,0
2419,5.15,61,78,66,22,1,1,1,0
2420,6.94,83,23,35,41,2,3,2,0
2421,5.8,56,89,4,36,5,3,1,1
2422,5.12,60,46,45,71,1,0,5,0
2423,8.78,80,52,78,5,6,3,2,1
2424,7.29,78,38,51,36,5,3,3,1
2425,6.45,62,66,48,21,7,2,2,1
2426,9.5,80,65,5,5,6,0,4,1
2427,5.58,51,5,9,31,1,2,2,0
2428,9.78,88,20,95,16,3,3,1,1
2429,6.57,64,72,22,37,6,0,3,1
2430,9.44,60,73,16,16,2,3,3,1
2431,8.01,83,35,83,36,7,0,2,1
2432,9.13,88,2,43,22,5,1,1,1
2433,9.92,53,87,40,48,5,1,3,1
2434,6.44,60,85,14,60,2,0,5,0
2435,9.81,78,77,43,48,4,3,2,1
2436,6.95,51,41,57,60,1,0,2,0
2437,6.93,65,44,85,76,1,3,2,1
2438,6.7,88,43,49,31,3,1,3,0
2439,7.71,62,90,51,85,4,3,0,1
2440,5.77,86,32,69,62,4,2,1,0
2441,7.77,66,59,67,6,6,1,4,1
2442,7.71,70,85,62,21,7,2,4,1
2443,8.81,93,92,57,84,3,1,1,1
2444,9.17,68,82,22,5,5,1,0,1
2445,7.2,56,82,43,60,2,2,1,1
2446,6.51,87,69,82,13,5,0,2,1
2447,6.3,57,82,94,15,0,3,5,1
2448,5.97,62,76,43,2,3,1,1,0
2449,5.29,86,25,51,8,2,3,1,0
2450,6.71,51,85,66,46,5,1,5,1
2451,6.35,90,20,27,84,5,3,3,0
2452,9.83,60,99,66,93,4,1,4,1
2453,7.79,73,1,77,93,3,0,4,0
2454,6.74,55,46,17,41,0,1,2,0
2455,7.9,75,29,26,41,1,0,5,0
2456,5.7,56,26,50,95,3,1,2,0
2457,7.22,88,70,59,22,7,3,3,1
2458,8.13,68,19,73,2,0,2,2,1
2459,7.44,55,49,48,0,7,1,5,1
2460,7.01,92,94,14,66,0,1,5,1
2461,9.97,78,22,82,100,7,0,0,1
2462,9.4,92,12,72,70,3,3,3,1
2463,8.12,88,80,67,2,2,0,5,1
2464,7.85,51,3,14,99,3,3,5,0
2465,8.1,68,13,50,48,5,3,3,1
